destination_id,ten_diem_den,diem_ap_luc,do_tin_cay,attraction_poi_count,ticket_pressure_score,tooltip
ha_long,Hạ Long,84.73,76.5,4,63.82,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
cat_ba,Cát Bà,70.81,76.5,5,56.96,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
quy_nhon,Quy Nhơn,65.71,76.5,12,68.96,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
da_nang,Đà Nẵng,63.06,76.5,0,40.99,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
mui_ne,Mũi Né,60.78,76.5,7,54.82,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
sam_son,Sầm Sơn,58.85,76.5,1,40.44,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
hoi_an,Hội An,52.25,76.5,4,42.71,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
hue,Huế,51.4,76.5,1,35.6,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
vung_tau,Vũng Tàu,40.95,76.5,16,61.62,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
cua_lo,Cửa Lò,36.2,76.5,2,27.9,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
ninh_binh,Ninh Bình,48.38,61.5,0,31.45,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
ly_son,Lý Sơn,47.76,61.5,0,31.04,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
ha_noi,Hà Nội,45.65,61.5,0,29.67,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
ha_giang,Hà Giang,43.62,61.5,0,28.35,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
phu_quoc,Phú Quốc,37.76,61.5,0,24.54,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
phong_nha,Phong Nha - Kẻ Bàng,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
ba_na,Bà Nà Hills,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
mai_chau,Mai Châu,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
tam_dao,Tam Đảo,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
pleiku,Pleiku,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
buon_ma_thuot,Buôn Ma Thuột,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
chau_doc,Châu Đốc,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
ba_vi,Ba Vì,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
thien_cam,Thiên Cầm,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
nhat_le,Nhật Lệ,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
cua_tung,Cửa Tùng,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
hai_tien,Hải Tiến,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
lang_co,Lăng Cô,36.0,43.75,0,23.4,Proxy từ áp lực điểm đến và mật độ POI bán vé/điểm tham quan; cần API bán vé để realtime.
