id,name,display_name,rating,rating_label,review_count,star_rating,accommodation_type,location,price_currency,price,base_fare,taxes,fees,features,highlighted_review,reviewer_name,travel_theme,main_image,url,source_url,source,source_status,collected_at,crawl_time,license_note
9000001072104,Ha Noi Le Grand Hotel,Ha Noi Le Grand Hotel,8.5,Very Good,1007,3.0,Hotels,"Bach Dang Ward, Hai Ba Trung District",USD,15.69,15.69,0.00,0.00,Airport transfer,"I stayed here for 4 times and will keep staying here for the next times. Staff are super friendly and supportive. Clean room, lift is available and big space for parking. Wi-Fi is good enough for my personal needs.",N***n,Leisure,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20061391-326893946a4dfa8dbc7b7773b17503cb.png?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/ha-noi-le-grand-hotel-9000001072104,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
9000006125000,Dusit Le Palais Tu Hoa Hanoi,Dusit Le Palais Tu Hoa Hanoi,9.0,Exceptional,14,5.0,Hotels,"Nhật Tân, Tay Ho District",USD,85.15,85.15,0.00,0.00,"Fitness center, Airport transfer, Sauna, Bar",,,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680057509-9cef16fa48c33e41f3c04c7d54d6f0a1.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/dusit-le-palais-tu-hoa-hanoi-9000006125000,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
9000006924942,MAY Hotel & Apartment ,MAY Hotel & Apartment ,8.9,Very Good,47,2.0,Hotels,"My Dinh 1, Nam Tu Liem District",USD,21.43,21.43,0.00,0.00,"Clothes dryer, Bicycle rental, Car rental, Rooftop terrace, Library, Express check-out",The receptionist named Linh was so friendly and supportive. It was a nice and cozy experience.,Nam D.,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680029122-6fd59df054d9a394c1046de32b03921c.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/may-hotel--apartment--9000006924942,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
9000003249593,REY Hotel Hanoi,REY Hotel Hanoi,9.2,Exceptional,95,4.0,Hotels,"Hang Ma Ward, Hoan Kiem District",USD,70.15,70.15,0.00,0.00,Business facilities,"Wonderful! Highly recommended! You should definitely experience REY. The staff are super enthusiastic and lovely, the rooms are beautiful, clean, spacious, and we absolutely loved it. We will definitely come back next time. Thank you REY for giving our family a wonderful vacation.",PHAM D. B. A.,Staycation,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20075775-804e265fb0bc601cf1757992608dc0c8.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/rey-hotel-hanoi-9000003249593,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
1000000399730,Classy Boutique Hotel,Classy Boutique Hotel,9.5,Exceptional,2464,4.0,Hotels,"Hang Dao Ward, Hoan Kiem District",USD,104.57,104.57,0.00,0.00,"Pub, Bicycle rental, Car rental, Airport transfer, Bar","This hotel is highly recommended. The rooms are comfortable, the mattresses are soft, and everything works perfectly. The amenities are complete, including a water heater. The service is excellent, and the staff are friendly and responsive.",R***a,Staycation,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10032202-325e6e54667c0f9c23b6cf71defa49fe.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/classy-boutique-hotel-1000000399730,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
1000000171688,Melia Hanoi Hotel,Melia Hanoi Hotel,8.9,Exceptional,1112,5.0,Hotels,"Trần Hưng Đạo, Hoan Kiem District",USD,118.32,118.32,0.00,0.00,"Casino, Bicycle rental, Health club, Fitness center, Business facilities, Bar","The hotel is in a very central location, easy to move to attractions, Very clean, from public spaces to rooms. Staff were friendly and enthusiastic.",THUY VI NGUYEN,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/10027360-e1a6e184a83d79902d67368679ff468c.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/melia-hanoi-hotel-1000000171688,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
9000000924741,Dolce by Wyndham Hanoi Golden Lake,Dolce by Wyndham Hanoi Golden Lake,8.9,Exceptional,200,5.0,Hotels,"Giang Vo Ward, Ba Dinh District",USD,94.66,94.66,0.00,0.00,"Clothes dryer, Nightclub, Rooftop terrace, Business facilities, Wheelchair accessible, Bar","I was very pleased with my wonderful experience at the hotel. The service was truly professional and attentive. The facilities were modern and luxurious, creating a relaxing atmosphere. The meals were delicious and varied, leaving a lasting impression. I will definitely return and recommend it to my friends.",L***e,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20044113-667f0dd5133df50017257f5d3a7c498f.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/dolce-by-wyndham-hanoi-golden-lake-9000000924741,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
9000007484559,Nature Hotel - Lac Long Quan,Nature Hotel - Lac Long Quan,8.9,Very Good,50,4.0,Hotels,"Tay Ho District, Hanoi",USD,29.68,29.68,0.00,0.00,"Airport transfer, Express check-out","Very good hotel, clean, strategic location, helpful staff. Also good breakfast taste & menu",steven,Leisure,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/20090749-2da6141561d80b107e3b7b6e95467b28.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/nature-hotel---lac-long-quan-9000007484559,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
1000000367243,Grand Plaza Hotel Hanoi,Grand Plaza Hotel Hanoi,8.0,Very Good,659,5.0,Hotels,"Trung Hoa Ward, Cau Giay District",USD,99.02,99.02,0.00,0.00,"Kitchenette, Express check-out",,,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/10022366-56b458d6c70eff4f7a7ae2f90826a638.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/grand-plaza-hotel-hanoi-1000000367243,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
3000010035168,The Bloom Classic - An Excellent Blend of Cozy Living and Urban Relaxation,The Bloom Classic - An Excellent Blend of Cozy Living and Urban Relaxation,9.0,Exceptional,186,4.0,Apartments,"Cau Giay District, Hanoi",USD,31.37,31.37,0.00,0.00,"Bicycle storage, Kitchenette, Airport transfer, Wheelchair accessible, Bar","The unit is absolutely stunning. It's a one-bedroom apartment, but it's very spacious and comfortable. The location is far from the Old Quarter, but the neighborhood is quiet and safe. Breakfast is served per person. There's not a wide variety, but the portions and taste are quite good. The restaurant staff are very friendly and helpful.",Charles S. T.,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10035168-34f9af6c268231012bf9d615628a2b51.jpeg?tr=q-40,w-145,h-145&_src=imagekit",https://www.traveloka.com/hotel/vietnam/the-bloom-classic---an-excellent-blend-of-cozy-living-and-urban-relaxation-3000010035168,https://www.traveloka.com/en-en/hotel/vietnam/region/hanoi-10009843?viewType=list,traveloka,public_next_json,2026-05-17T17:42:29.951017+00:00,2026-05-17T17:42:29.951017+00:00,Previously collected public Traveloka data; review Traveloka terms before redistribution.
